Geography,Car_Truck_Van_Less_Than_15,Car_Truck_Van_15_to_29,Car_Truck_Van_30_to_44,Car_Truck_Van_45_to_59,Car_Truck_Van_More_Than_60,Car_Truck_Van_Avg_Duration,Public_Transit_Less_Than_15,Public_Transit_15_to_29,Public_Transit_30_to_44,Public_Transit_45_to_59,Public_Transit_More_Than_60,Public_Transit_Avg_Duration,Active_Transportation_Less_Than_15,Active_Transportation_15_to_29,Active_Transportation_30_to_44,Active_Transportation_45_to_59,Active_Transportation_More_Than_60,Active_Transportation_Avg_Duration,Motorcycle_Scooter_Moped_Less_Than_15,Motorcycle_Scooter_Moped_15_to_29,Motorcycle_Scooter_Moped_30_to_44,Motorcycle_Scooter_Moped_45_to_59,Motorcycle_Scooter_Moped_More_Than_60,Motorcycle_Scooter_Moped_Avg_Duration,Other_Less_Than_15,Other_15_to_29,Other_30_to_44,Other_45_to_59,Other_More_Than_60,Other_Avg_Duration,Province or Territory Abbreviation,Population (2021),Population (2016),Population Percentage Change (2016->2021),Land area (2021) (km^2),Population density per km^2 (2021)
Spanish,35.0,15.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ont.,670,712,-5.9,106.9,6.3
Sparwood,865.0,555.0,390.0,120.0,355.0,29.7,0.0,25.0,30.0,25.0,90.0,54.2,60.0,15.0,10.0,0.0,0.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.6,B.C.,4148,3784,9.6,191.3,21.7
Special Area No. 2,60.0,25.0,10.0,0.0,40.0,34.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alta.,1860,1905,-2.4,9195.06,0.2
Special Area No. 4,15.0,0.0,0.0,10.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alta.,1236,1237,-0.1,4299.8,0.3
Speers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,72,60,20.0,0.68,106.3
Speyum 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,0,5,-100.0,1.67,0.0
Spintlum Flat 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,5,10,-50.0,1.78,2.8
Spirit River,245.0,125.0,50.0,30.0,40.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,75.0,10.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alta.,849,995,-14.7,3.11,272.8
Spirit River No. 133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alta.,649,700,-7.3,679.86,1.0
Split Lake 171,280.0,15.0,15.0,10.0,10.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,10.0,0.0,10.0,14.0,0.0,10.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,10.0,52.0,Man.,2232,2044,9.2,130.23,17.1
Spring Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alta.,711,699,1.7,2.28,312.3
Springdale,510.0,230.0,125.0,20.0,30.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,2965,2971,-0.2,17.46,169.8
Springfield,85.0,45.0,20.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Man.,16142,15342,5.2,1096.17,14.7
Springfield,85.0,45.0,20.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.B.,1641,1525,7.6,248.53,6.6
Springfield,1715.0,2695.0,1280.0,415.0,140.0,22.1,15.0,35.0,55.0,70.0,30.0,39.2,165.0,20.0,0.0,0.0,10.0,11.9,10.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,25.0,0.0,10.0,22.8,N.B.,1641,1525,7.6,248.53,6.6
Springfield,1715.0,2695.0,1280.0,415.0,140.0,22.1,15.0,35.0,55.0,70.0,30.0,39.2,165.0,20.0,0.0,0.0,10.0,11.9,10.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,25.0,0.0,10.0,22.8,Man.,16142,15342,5.2,1096.17,14.7
Springside,10.0,10.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,478,502,-4.8,0.7,679.3
Springwater,950.0,1075.0,575.0,195.0,100.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,245.0,10.0,10.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,60.0,10.0,35.0,0.0,0.0,14.6,Ont.,21701,19059,13.9,535.85,40.5
Spuzzum 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,55,39,41.0,1.34,41.2
Spy Hill,15.0,35.0,20.0,10.0,15.0,32.4,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,173,168,3.0,1.15,150.4
Spy Hill No. 152,20.0,35.0,15.0,20.0,0.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,383,323,18.6,646.54,0.6
Squamish-Lillooet A,10.0,30.0,0.0,0.0,10.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,305,187,63.1,3712.38,0.1
Squamish-Lillooet C,0.0,0.0,0.0,0.0,15.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,2000,1663,20.3,5513.22,0.4
Squamish-Lillooet D,175.0,110.0,40.0,20.0,20.0,17.9,15.0,20.0,0.0,0.0,0.0,19.0,40.0,10.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,15.2,B.C.,1057,1057,0.0,3040.2,0.3
Squaw-Hay-One 11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,29,35,-17.1,0.33,88.1
Squawkum Creek 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,130,116,12.1,1.58,82.2
Squiaala,115.0,140.0,10.0,0.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,158,136,16.2,1.35,117.1
Squinas 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,137,134,2.2,4.16,33.0
Squirrel Cove 8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,0,0,0.0,0.17,0.0
St-Pierre-Jolys,175.0,150.0,70.0,25.0,20.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Man.,1305,1170,11.5,2.61,500.5
St. Alban's,205.0,80.0,20.0,10.0,20.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,1189,1186,0.3,20.48,58.0
St. Albert,6115.0,5995.0,2545.0,360.0,160.0,18.0,60.0,85.0,110.0,45.0,90.0,39.6,520.0,205.0,90.0,25.0,20.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,255.0,30.0,0.0,0.0,0.0,6.5,Alta.,68232,65589,4.0,47.84,1426.4
St. Andrews,425.0,470.0,320.0,145.0,75.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,10.0,20.8,Man.,11723,11913,-1.6,739.61,15.9
St. Andrews No. 287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,461,522,-11.7,807.82,0.6
St. Anthony,545.0,160.0,65.0,20.0,40.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,45.0,10.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,N.L.,2180,2258,-3.5,37.46,58.2
St. Basile 10,155.0,50.0,10.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.B.,369,214,72.4,3.07,120.4
St. Benedict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,80,84,-4.8,0.55,145.2
St. Bernard's-Jacques Fontaine,25.0,0.0,0.0,0.0,0.0,9.6,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,433,433,0.0,16.08,26.9
St. Brendan's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,125,145,-13.8,9.76,12.8
St. Bride's,45.0,15.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,318,252,26.2,5.38,59.1
St. Brieux,335.0,150.0,205.0,75.0,35.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,638,667,-4.3,2.56,249.7
St. Catharines,15265.0,14385.0,3320.0,750.0,520.0,16.7,250.0,380.0,330.0,130.0,140.0,29.8,1215.0,555.0,170.0,40.0,60.0,14.0,0.0,10.0,15.0,0.0,0.0,20.0,575.0,100.0,50.0,0.0,40.0,11.3,Ont.,136803,133113,2.8,96.2,1422.1
St. Clair,1095.0,2110.0,665.0,145.0,105.0,20.7,0.0,20.0,10.0,0.0,0.0,24.0,160.0,10.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0,0.0,12.0,Ont.,14659,14086,4.1,618.57,23.7
St. Clements,170.0,125.0,60.0,35.0,0.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,12.2,Man.,11586,10876,6.5,711.17,16.3
St. François Xavier,30.0,35.0,10.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Man.,1449,1411,2.7,205.14,7.1
St. George,580.0,335.0,130.0,65.0,40.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.B.,1579,1517,4.1,16.17,97.7
St. George's,80.0,35.0,10.0,0.0,10.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,1139,1203,-5.3,25.71,44.3
St. George's Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,77,131,-41.2,1.68,45.8
St. Gregor,35.0,75.0,0.0,0.0,0.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,104,97,7.2,0.84,123.7
St. Jacques-Coomb's Cove,40.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,546,588,-7.1,81.89,6.7
St. John's,18920.0,22485.0,3255.0,620.0,1040.0,16.8,180.0,580.0,650.0,230.0,210.0,32.3,1475.0,1020.0,250.0,35.0,30.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,530.0,135.0,55.0,0.0,170.0,26.5,N.L.,110525,108860,1.5,446.02,247.8
St. Joseph,105.0,70.0,15.0,10.0,15.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,Ont.,1426,1240,15.0,127.65,11.2
St. Joseph's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,86,115,-25.2,29.22,2.9
St. Laurent,85.0,20.0,30.0,20.0,10.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,Man.,1542,1338,15.2,480.15,3.2
St. Lawrence,265.0,100.0,60.0,90.0,40.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,1115,1192,-6.5,34.86,32.0
St. Lewis,25.0,0.0,0.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,N.L.,181,194,-6.7,10.04,18.0
St. Louis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,432,415,4.1,0.97,445.3
St. Louis,30.0,0.0,25.0,0.0,0.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,432,415,4.1,0.97,445.3
St. Louis,30.0,0.0,25.0,0.0,0.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.E.I.,69,66,4.5,0.68,100.8
St. Louis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.E.I.,69,66,4.5,0.68,100.8
St. Louis No. 431,60.0,15.0,25.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,1029,1086,-5.2,777.51,1.3
St. Lunaire-Griquet,75.0,10.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,603,604,-0.2,17.29,34.9
St. Martins,200.0,70.0,25.0,15.0,0.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.B.,320,276,15.9,2.35,136.1
St. Mary's,160.0,120.0,40.0,45.0,20.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,42.0,N.L.,313,347,-9.8,36.41,8.6
St. Mary's,160.0,120.0,40.0,45.0,20.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,42.0,N.S.,2161,2233,-3.2,1904.08,1.1
St. Mary's,55.0,75.0,10.0,0.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.S.,2161,2233,-3.2,1904.08,1.1
St. Mary's,35.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.S.,2161,2233,-3.2,1904.08,1.1
St. Mary's,55.0,75.0,10.0,0.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,313,347,-9.8,36.41,8.6
St. Mary's,35.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,313,347,-9.8,36.41,8.6
St. Marys,1490.0,695.0,670.0,260.0,85.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,205.0,50.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1.9,Ont.,7386,7265,1.7,12.44,593.8
St. Paul,1755.0,510.0,325.0,105.0,120.0,16.6,0.0,0.0,0.0,0.0,10.0,0.0,180.0,130.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,16.8,Alta.,5863,5827,0.6,8.64,678.7
St. Paul County No. 19,175.0,175.0,105.0,75.0,50.0,28.3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alta.,6306,6036,4.5,3280.4,1.9
St. Pauls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,202,238,-15.1,6.34,31.9
St. Peter No. 369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,723,773,-6.5,827.39,0.9
St. Peters Bay,25.0,15.0,0.0,10.0,0.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.E.I.,231,237,-2.5,4.44,52.0
St. Philips No. 301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,200,220,-9.1,647.8,0.3
St. Shott's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,55,66,-16.7,1.07,51.3
St. Stephen,1365.0,520.0,195.0,25.0,55.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,115.0,35.0,15.0,0.0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,N.B.,4510,4415,2.2,13.72,328.7
St. Theresa Point,400.0,150.0,30.0,0.0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,85.0,10.0,10.0,0.0,10.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,48.0,Man.,3417,3262,4.8,147.93,23.1
St. Thomas,6985.0,3110.0,1805.0,475.0,255.0,16.8,0.0,20.0,10.0,0.0,0.0,27.0,425.0,190.0,40.0,10.0,10.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,10.0,15.4,Ont.,42840,38909,10.1,35.61,1203.2
St. Vincent's-St. Stephen's-Peter's River,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,263,313,-16.0,86.62,3.0
St. Walburg,135.0,60.0,30.0,10.0,10.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,Sask.,591,689,-14.2,2.02,292.8
St.-Charles,20.0,15.0,0.0,0.0,0.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,Ont.,1357,1269,6.9,314.46,4.3
Stanbridge East,65.0,15.0,0.0,0.0,0.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Que.,834,866,-3.7,49.41,16.9
Stanbridge Station,85.0,65.0,25.0,10.0,15.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Que.,291,274,6.2,18.07,16.1
Standard,90.0,40.0,60.0,10.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alta.,353,353,0.0,2.34,150.9
Standing Buffalo 78,95.0,15.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,586,569,3.0,22.89,25.6
Stanley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.B.,397,412,-3.6,16.93,23.5
Stanley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.B.,920,832,10.6,1218.38,0.8
